Places,Location,Category,Likes_oount
Khrises Boutique,Lagos,Boutique,1
Home Science Association Nursery and Primary School,Lagos,School,3
"Home Science School, Yaba",Lagos,School,0
Grace's Cake,Lagos,Bakery,0
Abel Ventures,Lagos,Shop,0
Trendies His and Hers,Lagos,Shop,0
Olabisi Store,Lagos,Shop,0
Habbyz Make-Up World,Lagos,School,0
A.Y Ventures,Lagos,Shop,0
Rebel De Store,Lagos,Shop,0
Amem stores,Lagos,Shop,0
Jacobson Books,Lagos,Shop,0
Ife Cosmetics,Lagos,Shop,0
Khende Shoes,Lagos,Shop,0
Dapo Clothing,Lagos,Shop,0
Ademol Shop,Lagos,Shop,0
Elohim Stores,Lagos,Shop,0
Ambassadors Store,Lagos,Shop,0
Owoalabi Store,Lagos,Shop,0
Sholisky Enterprises,Lagos,Shop,0
Ayoolu Enterprises,Lagos,Shop,0
Yumi Enterprises,Lagos,Shop,0
Mr. Jude Fabric,Lagos,Shop,0
Jero Beauty Affairs,Lagos,Shop,0
Damco Electronics Enterprises,Lagos,Shop,0
Abilink Nigeria Limited,Lagos,Shop,0
Arianna Tag,Lagos,Shop,0
Upward Collection,Lagos,Shop,0
Chibless Communication,Lagos,Shop,0
Oyedele Shopping Plaza,Lagos,Mall,0
Itee's African Dishes,Lagos,Restaurant,0
Deborah Lawson's Event Place,Lagos,Hall,0
Agape Bundles School,Lagos,School,0
Bamboo Plaza,Lagos,Mall,0
Christ LivingSpring Apostolic Ministry,Lagos,Place of worship,0
Unicrown Investments Limited,Lagos,Shop,0
Bioge Fashion Home,Lagos,Shop,0
Femto Kids,Lagos,Shop,0
Debisland College,Lagos,School,0
Flozzy D Boutique,Lagos,Boutique,1
Emily Matthews,Lagos,Shop,0
"Adam's College, Head office",Lagos,School,0
Shoe Warehouse,Lagos,Shop,0
Adams College,Lagos,School,0
Nuel's Place,Lagos,Shop,0
Lara Babies Wears,Lagos,Boutique,0
Riggs Plaza,Lagos,Mall,0
Mama Lulu Stores,Lagos,Shop,0
Habib Yoghurt and Fura,Lagos,Restaurant,0
J and F catering,Lagos,Building,0
Bechuro Nigeria Limited,Lagos,Shop,0
God day Store,Lagos,Shop,0
Oshodi Post Office,Lagos,Government Building,0
Honeyfield Solutions,Lagos,Restaurant,0
Sun Shine Investment,Lagos,Shop,0
Gloria Ventures,Lagos,Shop,0
Lagos Chicken House,Lagos,Restaurant,0
God Own Store,Lagos,Shop,0
Omole Plaza,Lagos,Mall,0
Total Experience Furniture.,Lagos,Shop,0
Big Treat Bakery,Lagos,Bakery,0
House of Grace Life and Style,Lagos,Shop,0
Amazing Grace Medical Center,Lagos,Hospital,0
Wendy,Lagos,Restaurant,0
Wendy's,Lagos,Restaurant,0
"Kinsol High School, Egbe",Lagos,School,0
Konsol Nursery And Primary School,Lagos,School,0
Stars International School,Lagos,School,1
Datforte International School,Lagos,School,0
Topmost College Of Education,Lagos,School,0
Oasis Bakery,Lagos,Bakery,0
Bestgift Comprehensive College,Lagos,School,13
Mandizzy Sports Arena,Lagos,Lounge,0
Stebuk Academy,Lagos,School,0
Dipinic Collections,Lagos,Boutique,0
Kamdal Super Stores,Lagos,Shop,0
Tessy Liquor Shop,Lagos,Shop,0
Fabulous Look,Lagos,Boutique,0
Khalifa Business Concern,Lagos,Boutique,0
Pointperfect,Lagos,Building,0
Fifth Gear Plus,Lagos,Building,0
Rita's Attires,Lagos,Boutique,0
"Domino's Pizza, Ojodu",Lagos,Pizzeria,0
Divine Pitcher General Contractors,Lagos,Building,0
Dongfeng Investment Nigeria Limited,Lagos,Factory,0
Sweet Land of Wonder,Lagos,Bakery,0
Kris Auto Ventures,Lagos,Shop,0
Diamond Hez Nigeria Ltd,Lagos,Shop,0
Nothing Pass God Enterprises,Lagos,Shop,0
Chimex Investment Co.,Lagos,Shop,0
Young Money Investment,Lagos,Shop,0
Aaresther Divine Secondary School,Lagos,School,0
Katty Best Confectionaries,Lagos,Bakery,0
Toyosi provisions store,Lagos,Shop,0
Off Bag's Store,Lagos,Shop,0
Ify Bag's Store,Lagos,Shop,0
Mummy Habeeb Provision Store,Lagos,Shop,0
Billy Stores,Lagos,Shop,0
Joseph Bar,Lagos,Lounge,0
Cepena Electronics,Lagos,Shop,0
Bailord Phone Mall,Lagos,Shop,0
Folly Ventures,Lagos,Shop,0
Precious Ventures,Lagos,Shop,0
Mummy Ada Restaurant,Lagos,Restaurant,0
Monical Store,Lagos,Shop,0
Akwa Ibom State Government Secretariat,Akwa Ibom,Government Building,0
"Nigerian Law School, Yenagoa",Bayelsa,College,0
"Federal College of Education, Yola",Adamawa,College,592
Shining City Boutique,Lagos,Boutique,0
Obanaka Holdings,Lagos,Shop,0
Patricia Wears,Lagos,Boutique,0
Awesome God Investment,Lagos,Shop,0
Innal Global Resources,Lagos,Shop,0
Alinco Towing Vehicle,Lagos,Building,0
H. O. Awuzie Nigeria Limited,Lagos,Shop,4
Araz Investment Co.,Lagos,Shop,0
Chuks Auto Tech,Lagos,Shop,0
Umunna Investment,Lagos,Shop,0
Casco J. Investment Co,Lagos,Shop,0
"ABIA Auto Security System Sales, Installation And Services",Lagos,Shop,0
Tony Autos,Lagos,Shop,0
W.O Wasiu,Lagos,Shop,0
Abbot Dayspring College,Lagos,School,0
Ajibay Academy,Lagos,School,0
Springboard College,Lagos,School,0
Perfection Gate School,Lagos,School,0
King's Anchor College,Lagos,College,0
Ed Migan College,Lagos,College,0
Great Kings Academy,Lagos,College,0
Blessed Chinonso Investment,Lagos,Shop,0
Regisco Investment,Lagos,Shop,0
St Saviour's High School,Lagos,College,0
Alinco Panel Beating and Spraying Works,Lagos,Shop,0
Liberty Bells Schools,Lagos,College,0
U. D Boutique,Lagos,Shop,0
Samto Wine and Juice,Lagos,Shop,0
Pearl Essential Concept Cakes N Decor,Lagos,Shop,0
Jikab Catering Services,Lagos,Shop,0
Anikky Beauty Saloon,Lagos,Shop,0
Turaya Unisex Boutique,Lagos,Shop,0
Bel Impex Limited,Lagos,Shop,0
Autograph Nigeria Limited,Lagos,Shop,0
Boulos Enterprises Limited,Lagos,Shop,0
Aok Global Links,Lagos,Shop,0
Media Trust Limited,Lagos,Shop,0
Lasaco Assurance PLC,Lagos,Building,0
Press House,Lagos,Building,0
Titrona Nigeria Limited,Lagos,Shop,0
"Mikano International Limited, Head Office",Lagos,Building,0
Victorious Army Ministries International,Lagos,Place of worship,0
"RCCG Dominion Sanctuary, acme",Lagos,Place of worship,0
Pritex Integrated Services,Lagos,Shop,0
Krones Nigeria Limited,Lagos,Building,0
Hyundai Heavy Co. Limited,Lagos,Building,0
Nampak Nigeria Plc,Lagos,Shop,0
St. Augustine Institute,Lagos,School,0
Charterbridge Ventures Limited,Lagos,Shop,0
Royalzone Entertainment and Events,Lagos,Shop,0
Madam Joan Restaurant,Lagos,Restaurant,0
Turmeric Pharmacy,Lagos,Pharmacy,0
Mummy Oyin Stores,Lagos,Shop,0
Ramot stores,Lagos,Shop,0
Stevkem Wine Republic,Lagos,Shop,0
Praise Store,Lagos,Shop,0
Flozek Pharmacy,Lagos,Pharmacy,0
Lateefat Beads,Lagos,Shop,0
Emmpros Boutique,Lagos,Shop,0
Smiles Eatery,Lagos,Restaurant,0
Imoh Abasi Restaurant,Lagos,Restaurant,0
Bakky Enterprises,Lagos,Shop,0
Esther Boutique,Lagos,Shop,0
B and B Restaurant and Bar,Lagos,Restaurant,0
Divine Chris Supermarket,Lagos,Shop,0
GolChat Football Viewing Center,Lagos,Open arena,0
FrieslandCampina WAMCO Nigeria Plc,Lagos,Factory,0
Happiness Food Canteen,Lagos,Restaurant,0
Ave Maria Nigeria Enterprises,Lagos,Shop,0
Wahum Packaging Limited,Lagos,Shop,0
Matson Ventures,Lagos,Shop,0
Latter Rain Assembly,Lagos,Shop,0
Elo Global Ventures,Lagos,Shop,0
Nuru Karimu Store,Lagos,Shop,0
Genuine Parts,Lagos,Shop,0
Chuks Tyre,Lagos,Shop,0
De - Blessed Amaco Investment,Lagos,Shop,0
Adejimi Tolling Van,Lagos,Shop,0
Paul Gas,Lagos,Shop,0
Son of The Kingdom Auto Store,Lagos,Shop,0
"Elizade Nigeria Limited, Ogba",Lagos,Shop,1
"Elizade Nigeria Limited, Abuja",Abuja,Shop,0
Elizade Toyota Plaza,Lagos,Building,0
Mfred Nigeria Limited,Lagos,Building,0
JMA International Agency services,Lagos,Building,0
Divine Food Concepts,Lagos,Restaurant,0
Leon Link Nigeria Company,Lagos,Building,0
Able God Ventures,Lagos,Building,0
Mummy Honey,Lagos,Shop,0
Chukwudi Investment,Lagos,Shop,0
Asunlekun Spot,Lagos,Restaurant,0
Difas College,Lagos,College,0
James Hope College,Delta,School,0
Chibyi Nigeria Company,Lagos,Building,0
Make Me Beauty Place,Lagos,Shop,0
Emmanuel Chukwuyem Nigeria. Co,Lagos,Shop,0
"Bobby's Signature, Ikeja",Lagos,Shop,0
Emeka and Sons Limited,Lagos,Building,0
"Bobby's Signature, Lekki",Lagos,Shop,0
Nonny Batteries Ventures,Lagos,Shop,0
Benz Ventures,Lagos,Building,0
More 2 Much,Lagos,Shop,0
Mr Clutch Plate,Lagos,Shop,0
Rock View Bar and Lounge,Lagos,Lounge,0
BB International,Lagos,Shop,0
Phronesis System,Lagos,Shop,0
Nigeria Tales,Lagos,Building,0
Umar Textiles Shop,Lagos,Shop,0
Briston Pharmacy,Lagos,Pharmacy,0
Imule Chamber,Lagos,Lounge,0
"Bobby's Signature, Surulere",Lagos,Shop,0
Dsalon Downtown,Lagos,Shop,0
"Dsalon Downtown, Surulere",Lagos,Shop,0
"RCCG, Balm in Gilead",Lagos,Place of worship,0
The In Crowd Boutique,Lagos,Shop,0
SayCheese Cakes,Lagos,Shop,0
Enopbis Paradise,Lagos,Shop,0
Omega Eye Clinics,Lagos,Hospital,0
Uppercrust Fast Food,Lagos,Restaurant,0
Eat It All,Lagos,Restaurant,0
Ahdookeh,Lagos,Shop,0
Precious Apparel,Lagos,Shop,0
B And S Education,Lagos,College,0
"PEP Stores, Bode Thomas",Lagos,Shop,0
"PEP Stores, Sabo Yaba",Lagos,Shop,0
"PEP Stores, Borno Way",Lagos,Shop,0
"PEP Stores, Aguda",Lagos,Shop,0
"PEP Stores, Isolo Way",Lagos,Shop,0
"PEP Stores, Isolo",Lagos,Shop,0
"PEP Stores, Allen Avenue",Lagos,Shop,0
"PEP Stores, Apapa Mall",Lagos,Shop,0
"Cash 'N' Carry, Apapa",Lagos,Shop,0
"Cash 'N' Carry, Marina",Lagos,Shop,0
"Cash 'N' Carry, Ajah",Lagos,Shop,1
"Cash 'N' Carry, Victoria Island",Lagos,Shop,0
"Cash 'N' Carry, Ikeja",Lagos,Shop,1
"Cash 'N' Carry, Allen",Lagos,Shop,0
"Cash 'N' Carry, Surulere",Lagos,Shop,0
Nazareth Supermarket,Lagos,Shop,0
Olaiya Fashion Ltd,Lagos,Shop,0
Silver Spoon Restaurant,Lagos,Restaurant,0
Egochukwu Food Canteen,Lagos,Restaurant,0
Amaka Tokumbo boutique,Lagos,Shop,0
De Simeon,Lagos,Restaurant,0
Chichi Restaurant,Lagos,Restaurant,0
Laivon Supermarket,Lagos,Shop,0
B My Boutique,Lagos,Shop,0
Winoc pharmacy,Lagos,Pharmacy,0
Anomis Enterprises,Lagos,Shop,0
Regalia Couture,Lagos,Shop,0
Austin Fancy Supermarket,Lagos,Shop,0
"PEP Stores, Awolowo",Lagos,Shop,0
"PEP Stores, Festac",Lagos,Shop,0
"PEP Stores, Idimu",Lagos,Shop,0
"PEP Stores, Ogba",Lagos,Shop,0
"PEP Stores, Ojudo Berger",Lagos,Shop,0
"PEP Stores, Ipaja",Lagos,Shop,0
"PEP Stores, Ikorodu II",Lagos,Shop,0
"PEP Stores, Igando",Lagos,Shop,0
"PEP Stores, Sango",Ogun,Shop,0
"PEP Stores, Lekki Mall",Lagos,Shop,0
EkoFive,Lagos,Restaurant,0
"EkoFive, Ijegun",Lagos,Restaurant,0
"PEP Stores, Gwarimpa",Lagos,Shop,0
"PEP Stores, Grand Towers",Abuja,Shop,0
"PEP Stores, Broad Street",Lagos,Shop,0
"PEP Stores, Broad Street II",Lagos,Shop,0
"PEP Stores, Ilorin",Kwara,Shop,0
"PEP Stores, Cocoa Mall",Oyo,Shop,0
"Mr Price, Ibadan",Oyo,Shop,0
"PEP Stores, Challenge",Oyo,Shop,0
"PEP Stores, Ibadan Mall",Oyo,Shop,0
"Pandora, Ibadan",Oyo,Shop,0
"Pandora, Enugu",Lagos,Shop,0
"Pandora, Silverbird",Abuja,Shop,0
"Pandora, Jabi",Abuja,Shop,0
"Pandora, Lekki",Lagos,Shop,0
"Pandora, Ikeja",Lagos,Shop,0
"Home Royale, Lekki",Lagos,Shop,0
"Home Royale, Ikeja",Lagos,Shop,0
"The Bridal Gallery, Ikeja",Lagos,Shop,0
"The Bridal Gallery, Ogudu",Lagos,Shop,0
"Cold Stone Creamery, Victoria Island",Lagos,,0
"Cold Stone Creamery, Lekki",Lagos,,0
"Cold Stone Creamery, Agungi",Lagos,,0
"Coldstone Creamery, The Palms",Lagos,,0
"Cold Stone Creamery, Ikeja",Lagos,,0
"Cold Stone Creamery, Ikeja GRA",Lagos,,0
"Coldstone Creamery, Ikeja City Mall",Lagos,,0
"Coldstone Creamery, Surulere",Lagos,Restaurant,0
"Cold Stone Creamery, Apapa",Lagos,Restaurant,0
"Cold Stone Creamery, Enugu",Enugu,Restaurant,197
"Coldstone Creamy, Ring Road",Oyo,Restaurant,0
"Coldstone Creamy, The Palms Ibadan",Oyo,Restaurant,0
"Cold Stone Creamery, Festac",Lagos,Restaurant,0
"Coldstone Creamery, Wuse II",Abuja,Restaurant,0
"Cold Stone Creamery, Ajah",Lagos,Restaurant,1
"Cold Stone Creamery, Yaba",Lagos,Restaurant,0
"Cold Stone Creamery, Agidingbi",Lagos,Restaurant,0
"Coldstone Creamy, Gwarinpa",Abuja,Restaurant,0
"Mr Price, Abuja",Abuja,Shop,0
"Mr Price, Warri",Delta,Shop,0
"Mr Price, Ikeja",Lagos,Shop,0
"Mr Price, Surulere",Lagos,Shop,0
"Mr Price, Port Harcourt",Rivers,Shop,247
"Chloe's Cupcake Heaven, Wuse 2",Abuja,Restaurant,0
"Chloe's Cupcake Heaven, Apo Store",Abuja,Restaurant,0
"Chloe's Cupcake Heaven, Gwarinpa Store",Lagos,Shop,0
Rose Lounge Garden,Lagos,Lounge,0
"Topmost College, Sagamu",Ogun,School,0
High Hope Academy,Lagos,School,0
Ikosi Junior High School,Lagos,School,0
Ikosi High School,Lagos,School,0
Jiba College,Lagos,School,0
Olivelush,Lagos,Club,0
White Soap,Lagos,Restaurant,0
Feed A Pet,Lagos,Shop,0
"Pets Mart, Maryland",Lagos,Shop,0
PetShop Plus,Lagos,Shop,0
Royal Canin Nigeria,Lagos,Shop,0
O'heifer Vet Clinic/pet shop,Lagos,Hospital,0
Vetplace Animal Hospital and Pet Shop,Lagos,Hospital,0
"Raypower 100.5 FM, Lagos",Lagos,Media House,1
"Raypower 95.1, Ibadan",Oyo,Media House,0
"Raypower 106.5 FM, Kano",Kano,Media House,0
Wellcare Pharmacy Limited,Kano,Pharmacy,0
Marietta's Pizza,Kano,Pizzeria,0
"Oasis Bakery, Kano",Kano,Pizzeria,0
Saidi Centre,Edo,Restaurant,0
Immaculate Conception College,Edo,School,0
Hanna's Restaurant,Borno,Restaurant,0
"Oasis Bakery, Maiduguri",Borno,Bakery,0
Kakadu Night Club,Lagos,Club,0
"Mr Bigg's, Maiduguri",Borno,Restaurant,0
Gadol,Lagos,Shop,0
Café de Viande,Lagos,Restaurant,0
Lizzy's Restaurant,Borno,Restaurant,0
Maiduguri Race course,Borno,Sport arena,0
"Leventis Stores Supermarket, Maiduguri",Borno,Shop,0
Girgiri Super Stores,Borno,Shop,0
Sidi Groceries,Borno,Shop,2
Hotel Booking Limited,Lagos,,0
O'heifer Vet Clinic/Pet Store,Lagos,,0
Mighty Oaks Comprehensive College,Lagos,College,0
Black House Restaurant,Bauchi,,0
Yoruba Tennis Club (Members Only),Lagos,Club,0
Whitefield High School,Lagos,School,0
Reagan Memorial Baptist Girls School,Lagos,School,0
"Hardcore Entertainment, Lekki",Lagos,Play ground,0
Junacad High School,Lagos,School,0
Tunwase High School,Lagos,School,0
black diamond,Borno,,1
Genesis International School,Lagos,School,0
George Memorial Medical Center,Lagos,Hospital,0
The Triangle,Lagos,Restaurant,0
Food Planet,Lagos,Restaurant,0
Talent Specialist Hospital,Lagos,Hospital,0
Magnolia International School,Lagos,School,0
Britafro International School,Lagos,School,0
"MD School, New Oko Oba",Lagos,School,0
"MD School, Agidingbi",Lagos,School,0
"MD School, Omole",Lagos,School,0
Jollof Etcetera,Lagos,Restaurant,0
Cuisine Africana,Lagos,Restaurant,0
Ark of the Lord Missionary Schools,Lagos,School,0
Wisdom Land Academy,Lagos,School,0
Artville School,Lagos,School,0
Pedrisi Nursery and Primary School,Lagos,School,0
Udeco Medical Centre,Lagos,Hospital,0
Red Onion Restaurant,Lagos,Restaurant,0
"Mr Bigg's, Ifako",Lagos,Restaurant,0
"Mr Bigg's, Festac",Lagos,Restaurant,0
"Mr Bigg's, Akoka",Lagos,Restaurant,1
Vapors,Lagos,Club,0
Sanctified Nursery And Primary School,Lagos,School,0
The Dope Restaurant,Kebbi,Restaurant,0
"Chicken Republic, Victoria Island",Lagos,Restaurant,0
"Chicken Republic, Victoria Island 2",Lagos,Restaurant,0
"Chicken Republic, Ikoyi",Lagos,Restaurant,0
"Chicken Republic, Akoka",Lagos,Restaurant,0
"Chicken Republic, Yaba",Lagos,Restaurant,0
"Chicken Republic, Lekki",Lagos,Restaurant,0
"Chicken Republic, Surulere",Lagos,Restaurant,0
"Chicken Republic, Ikeja",Lagos,Restaurant,0
"Chicken Republic, Festac",Lagos,Restaurant,0
"Chicken Republic, Ajah",Lagos,Restaurant,0
"Chicken Republic, Ilupeju",Lagos,Restaurant,0
"KFC, Gbagada",Lagos,,0
R-Jolad Hospital,Lagos,,0
R-Jolad Plus Hospital,Lagos,,0
"Bukka Hut, Gbagada",Lagos,Restaurant,0
"Tastee Fried Chicken, Victoria Island",Lagos,,0
"Sweet Sensation, Ikeja",Lagos,,0
"Sweet Sensation, Ifako",Lagos,,0
"Sweet Sensation, Ikoyi",Lagos,,0
"Sweet Sensation, Lagos Island",Lagos,,0
"Sweet Sensation, Ikeja GRA",Lagos,,0
"The Place, Ikeja",Lagos,,2
"The Place, Victoria Island",Lagos,,0
Mike Adenuga Towers,Lagos,,0
Queens Specialist Hospital,Lagos,,0
The Nail Boutique,Lagos,,0
St. Bartholomew's Anglican Church,Kaduna,,0
Eko Convention Centre,Lagos,,0
"Park 'n' Shop, Lekki",Lagos,,0
Seldora Recreational Park,Abuja,,0
Gran Vista Lounge,Kwara,,0
Chef Bii and Culinary School,Kwara,,0
Deluxe Arena,Kwara,,0
Sister Biggs,Kwara,,0
Kwara Hotel Pool Side,Kwara,,0
Edo Orphanage Home,Edo,Orphanage,0
Aisha Mana Orphange Home,Plateau,Orphanage,0
Kogi Orphange Home International,Kogi,Orphanage,0
Federal Polytechnic Ede,Osun,,0
Agip Area Ede,Osun,Market,0
P.T.I Conference Center Complex,Delta,Hall,0
Treasure Orphanage Foundation,Abuja,Orphanage,0
Little Orphanage Home,Abuja,Orphanage,0
Divine Wounds Of Jesus Christ Orhanage Home,Abuja,Orphanage,0
Hope For Survival Orphanage,Abuja,Orphanage,0
Caring And Uplifting Orphans Limited,Abuja,Orphanage,0
Chike Ike Orphanage home,Abuja,Orphanage,0
Tips Bar,Edo,Lounge,0
Wow Events,Abuja,Hall,0
Airforce Girls High School,Plateau,School,1
Enic International Academy,Plateau,School,0
Timtop Academy,Plateau,School,0
Royal Rangers Academy,Plateau,School,0
Ecwa Seminary,Plateau,College,0
St Paul Catholic Church,Plateau,Place of worship,0
Franzy Lounge,Plateau,Lounge,0
Dreams Lounge,Plateau,Lounge,0
Good Life Lounge,Plateau,Lounge,0
Club Magnom,Plateau,Lounge,0
Mega Park,Plateau,Park,0
Oduduwa House,Lagos,Government Building,0
Kaydees Restuarant,Edo,Restaurant,0
Egua-Iyoba Palace Of the Queen Mother,Edo,Monument,0
CERCOPAN,Cross River,Park,0
The Statue of Asoro n'Iyokuo (the Great Benin Warrior),Edo,Monument,1
Orange Resort,Cross River,Resort,0
College Of Health Technology,Cross River,College,0
Captain Phillip's grave,Edo,Monument,0
Ughoton Village,Edo,Monument,0
Space Bar,Cross River,Lounge,0
Gelegele Historical Port,Edo,Monument,0
Leroys Bar and Hurrican,Cross River,Lounge,0
Unique Ones Excellent Grade School,Abuja,School,0
Bizzy Tots School,Abuja,School,0
Lightbearers Academy,Abuja,School,0
Goshen Montessori School,Abuja,School,0
Holy Cross Catholic Church Uturu,Abia,Place of worship,0
Marist Brothers Juniorate Uturu,Abia,School,0
Federal Government College Anka,Zamfara,School,0
"Federal Government Girls College, Gusau",Zamfara,School,0
Ashaka Cement Plc,Gombe,Factory,0
"Federal Government Girls College, Bajoga",Gombe,School,0
"Federal Government College, Billiri",Gombe,School,0
Federal Science and Technical College Usi-Ekiti,Ekiti,School,0
Federal Government Girls College Efon- Alaaye,Ekiti,School,0
Federal Government College Ikoli - Ekiti,Ekiti,School,0
Federal Government College Okposi,Ebonyi,School,0
Government Science and Technical College Garki,Abuja,School,3
Federal Science Technical College Orozo,Nassarawa,School,0
Federal Government College Rubochi,Abuja,School,0
Federal Government Boys College Garki,Abuja,School,1
Federal Government Girls College Abaji,Abuja,School,0
Federal Government Girls' College Bwari,Abuja,School,0
"Federal Government College, Kwali",Abuja,School,0
Potiskum Emirate Council Palace,Yobe,Palace,3
Federal Government Girls College Potiskum,Yobe,School,0
Heroes Land,Kebbi,Park,0
"Federal Science and Technical College, Jalingo",Taraba,School,0
Jolly Nyame Stadium,Taraba,Sport arena,1
Federal Government Girls College Jalingo,Taraba,School,0
Federal Government Girls College Tambuwal,Sokoto,School,0
Federal Government College Sokoto,Sokoto,School,0
Federal Science and Technical College Ahoada,Rivers,School,0
Federal Government Girls College Abuloma,Rivers,School,0
Federal Government Girls College Langtang,Plateau,School,0
Federal Government College Jos,Plateau,School,0
"Federal Government Girls College, Ipetumodu",Osun,School,0
Federal Government College Ikirun,Osun,School,0
"Federal Science And Technical College, Ikare",Ondo,School,0
D-Range Nite Club,Delta,Lounge,0
House 99 Lounge,Delta,Lounge,0
Sizzler's Fast Food along P.T.I road,Delta,Restaurant,0
Sizzler's Fast Food along Airport Road,Delta,Restaurant,0
"Namoda's Tomb, Kauran Namoda",Zamfara,Monument,0
Kiyawa City Walls,Zamfara,Monument,0
Maitama Hospital,Abuja,Hospital,0
Mercy Specialist Hospital and Diagnostic Centre,Abuja,Hospital,0
Fresh Delight,Kaduna,Restaurant,0
Justrite Superstore,Lagos,Shop,0
Gwagalada Clinic and Maternity,Abuja,Hospital,0
Bakalori Dam,Zamfara,Dam,0
Ministry of Culture and Tourism,Kaduna,Government Building,0
"Government College Bida, Niger State",Niger,School,1
Wuse Clinics and Maternity,Abuja,Hospital,0
Federal Government Girls College Akure,Ondo,School,0
"Niger State Polytechnic, Bida campus (College of Administrative and Business Studies)",Niger,College,0
Federal Government Science and Technical College,Ogun,School,0
Federal Government Girls College Sagamu,Ogun,School,0
Baro Inland water port,Niger,Monument,0
Baro Empire Hills,Niger,Monument,0
"The Federal Government College, Odogbolu",Ogun,School,0
Delish Restaurant,Kaduna,Restaurant,0
"Federal Science and Technical College, Shiroro",Niger,School,0
"Federal Governement Girls College, Imiringi",Bayelsa,School,0
"Federal Government College, Odi",Bayelsa,School,0
"Federal Governement College, New Bussa",Niger,School,0
Federal Government Girls College Bida,Niger,School,0
Federal Government College Minna,Niger,School,0
"Federal Government Girls College, Omu-Aran",Kwara,School,0
"Federal Government College, Ilorin",Kwara,School,0
Federal Government College Ugwolawo,Kogi,School,0
Nigerian Law School Kano,Kano,College,0
Bagauda Law Clinic,Kano,College,0
Federal Government College Kano,Kano,School,0
Throneroom Trust Ministry,Lagos,Place of worship,0
"Federal Science and Technical College, Kafanchan",Kaduna,School,0
Federal Government Girls College Owerri,Imo,School,0
"Federal Government College, Okigwe",Imo,,0
Osogbo Government High School,Osun,,0
Wole Soyinka Government High School,Osun,,0
Nigerian Tulip International School,Lagos,,0
The Centagon International School,Abuja,,0
La Pierre Angulaire High School,Rivers,,0
Tudun wada Market,Zamfara,,0
Topfaith International Secondary School,Akwa-Ibom,,0
Myrtle International School,Bayelsa,,0
Biedomo Premier School,Bayelsa,,0
Kanoma Hill,Zamfara,Nature,0
Belary Schools,Bayelsa,,0
Brookstone School ph,Rivers,,0
El'amin Secondary School,Adamawa,,0
Kuyambana Game Reserve,Zamfara,Game reserve,0
Aduvie International School,Benue,,0
Jewel Model School,Delta,,0
Nigeria Immigration Service,Ebonyi,,0
Zamfara State History Bureau Museum,Edo,,0
Sambo Dan Ashafa’s Tomb,Ekiti,Monument,0
"Parliament International School, Apo",Jigawa,,0
Universal Basic Education,Kebbi,,0
Louisville Girls Secondary School,Nassarawa,,0
Sardauna Memorial Stadium,Niger,,0
Christabel Private School,Ondo,,0
Solid Rock International School,Abuja,,0
New Capital Primary School,Rivers,,0
3AD cool spot,Zamfara,,0
Customs Command & Staff College,Nassarawa,,0
